date,sh_SWE_mm,sh_SWE_qc,sh_SWE_qa,sh_snowdepth_cm,sh_snowdepth_qc,sh_snowdepth_qa,sh_precip_mm,sh_precip_qc,sh_precip_qa,sh_temp_C,sh_temp_qc,sh_temp_qa,sh_sm2_pct,sh_sm2_qc,sh_sm2_qa,sh_sm8_pct,sh_sm8_qc,sh_sm8_qa,sh_sm20_pct,sh_sm20_qc,sh_sm20_qa,sh_st2_C,sh_st2_qc,sh_st2_qa,sh_st8_C,sh_st8_qc,sh_st8_qa,sh_st20_C,sh_st20_qc,sh_st20_qa,stationid
2005-10-01 00:00:00,0.0,E,P,0.0,E,F,0.0,V,P,8.571271903,E,F,0.0,V,A,0.8,V,A,3.1,V,A,14.7,V,A,15.8,V,A,13.1,V,A,428
2005-10-01 01:00:00,0.0,E,P,0.0,V,F,0.0,V,P,9.680845381,E,F,0.0,V,A,0.8,V,A,3.4,V,A,14.0,V,A,15.8,V,A,13.1,V,A,428
2005-10-01 02:00:00,0.0,E,P,0.0,E,F,0.0,V,P,9.680845381,E,F,0.0,V,A,0.9,V,A,3.4,V,A,13.6,V,A,15.7,V,A,13.1,V,A,428
2005-10-01 03:00:00,0.0,E,P,0.0,V,F,0.0,V,P,10.34642207,E,F,0.0,V,A,0.9,V,A,3.6,V,A,13.1,V,A,15.6,V,A,13.1,V,A,428
2005-10-01 04:00:00,0.0,E,P,0.0,V,F,0.0,V,P,10.34642207,E,F,0.0,V,A,1.0,V,A,3.5,V,A,12.8,V,A,15.5,V,A,13.2,V,A,428
2005-10-01 05:00:00,0.0,E,P,0.0,V,F,0.0,V,P,11.01168532,E,F,0.0,V,A,0.6,V,A,3.5,V,A,12.6,V,A,15.4,V,A,13.2,V,A,428
2005-10-01 06:00:00,0.0,E,P,0.0,V,F,0.0,E,P,10.45732516,E,F,0.0,V,A,0.7,V,A,3.0,V,A,12.4,V,A,15.2,V,A,13.2,V,A,428
2005-10-01 07:00:00,0.0,E,P,0.0,V,F,0.0,E,P,9.791790112,E,F,0.0,V,A,0.7,V,A,3.3,V,A,12.3,V,A,15.1,V,A,13.2,V,A,428
2005-10-01 08:00:00,0.0,E,P,0.0,V,F,0.0,E,P,9.237029124,E,F,0.0,V,A,0.7,V,A,3.1,V,A,12.2,V,A,14.9,V,A,13.2,V,A,428
2005-10-01 09:00:00,0.0,E,P,0.0,E,F,0.0,E,P,11.5657229,E,F,0.0,V,A,0.8,V,A,3.4,V,A,12.1,V,A,14.8,V,A,13.2,V,A,428
2005-10-01 10:00:00,0.0,E,P,0.0,E,F,0.0,V,P,14.32812398,E,F,0.0,V,A,0.6,V,A,3.6,V,A,13.6,V,A,14.7,V,A,13.3,V,A,428
2005-10-01 11:00:00,0.0,E,P,0.0,E,F,0.0,E,P,14.65844151,E,F,0.0,V,A,0.5,V,A,3.4,V,A,16.0,V,A,14.6,V,A,13.3,V,A,428
